,alpha,std2,delta,pdf_type,h,ARL0,ARL1,CompTime
3057,0.9,6.0,0.5,PWG,3.581534522798422,402.78818737270876,23.651577503429355,2.683096765005489e-06
3058,0.9,6.0,0.5,PWG,3.6940587521117645,439.20380854348946,25.41499628804751,2.6403139997046836e-06
3059,0.9,6.0,0.5,PWG,3.806582981425107,491.55835962145113,26.077530509691314,2.813692456082247e-06
3060,0.9,6.0,1.0,Gaussian,4.839532442869536,48.881269191402254,9.274342572850035,3.2861904800204014e-06
3061,0.9,6.0,1.0,Gaussian,5.29649099206909,55.871591472483885,10.357740585774058,4.564127288228593e-06
3062,0.9,6.0,1.0,Gaussian,5.753449541268645,61.160493827160494,11.018907563025211,8.819460682414987e-06
3063,0.9,6.0,1.0,Gaussian,6.210408090468199,70.80208333333333,11.771515613099771,5.1817753797554406e-06
3064,0.9,6.0,1.0,Gaussian,6.667366639667755,78.28654048370137,13.103268945022288,3.1834042732592997e-06
3065,0.9,6.0,1.0,Gaussian,7.124325188867309,85.02437785678009,14.239069111424541,4.294819523784389e-06
3066,0.9,6.0,1.0,Gaussian,7.581283738066864,94.51647811116577,14.788850174216028,3.2595403867488627e-06
3067,0.9,6.0,1.0,Gaussian,8.038242287266419,104.52722646310433,15.658823529411764,3.6172812427331905e-06
3068,0.9,6.0,1.0,Gaussian,8.495200836465973,124.68030303030304,16.078446306169077,2.812007721603508e-06
3069,0.9,6.0,1.0,Gaussian,8.952159385665528,141.6440422322775,17.417361111111113,3.733858200426433e-06
3070,0.9,6.0,1.0,Gaussian,9.409117934865083,148.12354430379747,18.687272727272727,3.861393675920916e-06
3071,0.9,6.0,1.0,Gaussian,9.866076484064637,165.45063694267515,19.163352272727273,2.5748280687417887e-06
3072,0.9,6.0,1.0,Gaussian,10.32303503326419,201.87320328542094,19.33160621761658,2.191837868191067e-06
3073,0.9,6.0,1.0,Gaussian,10.779993582463746,212.5851735015773,20.723018867924527,2.32656399929898e-06
3074,0.9,6.0,1.0,Gaussian,11.236952131663301,238.8729446935725,21.78407350689127,3.1410696923513413e-06
3075,0.9,6.0,1.0,Gaussian,11.693910680862857,258.1404917210236,22.938835666912308,2.2142101043578906e-06
3076,0.9,6.0,1.0,Gaussian,12.15086923006241,298.6534446764092,23.738390092879257,1.977235642912959e-06
3077,0.9,6.0,1.0,Gaussian,12.607827779261964,325.34849286092015,23.84083850931677,3.4626341903151596e-06
3078,0.9,6.0,1.0,Gaussian,13.064786328461519,369.1601708489055,24.88631090487239,1.9768710758722494e-06
3079,0.9,6.0,1.0,Gaussian,13.521744877661073,395.49078812691914,26.832925835370823,2.9933096532750654e-06
3080,0.9,6.0,1.0,Bigaussian,2.163483614684183,48.803534303534306,4.538077403245943,1.870964459958114e-05
3081,0.9,6.0,1.0,Bigaussian,2.273209940328044,56.25201072386059,4.511125654450262,2.0093665309763948e-05
3082,0.9,6.0,1.0,Bigaussian,2.382936265971905,61.11311736590547,5.084436042848141,1.8633254609912363e-05
3083,0.9,6.0,1.0,Bigaussian,2.4926625916157654,71.10469867211441,5.229098090849243,1.7822249463639585e-05
3084,0.9,6.0,1.0,Bigaussian,2.6023889172596264,79.63924731182796,5.2778139232270656,1.6396361332737186e-05
3085,0.9,6.0,1.0,Bigaussian,2.7121152429034874,89.27997941327844,5.653061224489796,1.936347988545015e-05
3086,0.9,6.0,1.0,Bigaussian,2.8218415685473484,99.86673500768836,5.767426273458445,1.788019851928749e-05
3087,0.9,6.0,1.0,Bigaussian,2.9315678941912093,110.96801258521238,6.099123398516521,1.759440581318039e-05
3088,0.9,6.0,1.0,Bigaussian,3.0412942198350703,131.48586118251927,6.193399339933993,1.8210151141569275e-05
3089,0.9,6.0,1.0,Bigaussian,3.1510205454789313,146.66386112572332,6.2556781310837115,1.709593909815488e-05
3090,0.9,6.0,1.0,Bigaussian,3.260746871122792,158.59448416751786,6.612029081295439,1.7054193206528473e-05
3091,0.9,6.0,1.0,Bigaussian,3.3704731967666532,188.11318795430944,6.991216216216216,1.6665500242705492e-05
3092,0.9,6.0,1.0,Bigaussian,3.480199522410514,204.80308304326206,7.382332643202209,1.694410596012392e-05
3093,0.9,6.0,1.0,Bigaussian,3.5899258480543748,234.44802867383513,7.468551236749117,1.7677512516805377e-05
3094,0.9,6.0,1.0,Bigaussian,3.6996521736982357,264.6763952892985,7.704462326261887,1.599463765938448e-05
3095,0.9,6.0,1.0,Bigaussian,3.8093784993420963,309.7178318135765,7.767215568862276,1.6033651638072218e-05
3096,0.9,6.0,1.0,Bigaussian,3.9191048249859577,328.5924075924076,8.37883211678832,1.7056736082975538e-05
3097,0.9,6.0,1.0,Bigaussian,4.028831150629818,367.3535733476626,8.366417910447762,1.644051590513508e-05
3098,0.9,6.0,1.0,Bigaussian,4.138557476273679,410.3701462430661,8.617331288343559,1.6833806173004814e-05
3099,0.9,6.0,1.0,Bigaussian,4.24828380191754,462.78433420365536,8.828420256991686,1.6720067703817317e-05
3100,0.9,6.0,1.0,PWG,2.379831976152601,52.05216913783635,4.4328644501278776,3.7555270686152176e-06
3101,0.9,6.0,1.0,PWG,2.5005309343608477,59.43718338399189,4.829601990049751,6.040536430569064e-06
3102,0.9,6.0,1.0,PWG,2.621229892569095,68.52245740836345,5.016752577319588,4.62777930791414e-06
3103,0.9,6.0,1.0,PWG,2.741928850777342,80.3951194184839,5.283464566929134,4.88554986610078e-06
3104,0.9,6.0,1.0,PWG,2.862627808985589,83.41025641025641,5.48005148005148,4.3957732649070155e-06
3105,0.9,6.0,1.0,PWG,2.9833267671938364,93.39978734715577,5.649746192893401,3.468970349159443e-06
3106,0.9,6.0,1.0,PWG,3.1040257254020833,106.14205702647658,5.702127659574468,4.059385925876431e-06
3107,0.9,6.0,1.0,PWG,3.2247246836103303,128.07297433316558,6.322324966974901,4.628527868659252e-06
3108,0.9,6.0,1.0,PWG,3.345423641818577,137.0463645943098,6.467320261437909,3.667612530189805e-06
3109,0.9,6.0,1.0,PWG,3.4661226000268246,151.80211081794195,6.828289936664321,2.9426042004841877e-06
3110,0.9,6.0,1.0,PWG,3.5868215582350715,178.42146596858638,6.75916955017301,5.055953963768085e-06
3111,0.9,6.0,1.0,PWG,3.707520516443319,196.7222808870116,6.931468531468531,3.8286698853308276e-06
3112,0.9,6.0,1.0,PWG,3.828219474651566,222.48739919354838,7.584932480454868,5.360746697971697e-06
3113,0.9,6.0,1.0,PWG,3.948918432859813,253.22708547888774,7.625648628613788,2.649002492107132e-06
3114,0.9,6.0,1.0,PWG,4.06961739106806,277.59137577002053,8.124909222948439,2.7032486003489025e-06
3115,0.9,6.0,1.0,PWG,4.190316349276307,314.4119144602851,8.355507868383405,3.086900170952426e-06
3116,0.9,6.0,1.0,PWG,4.3110153074845545,336.89944695827046,8.419239052404881,3.1928856655986485e-06
3117,0.9,6.0,1.0,PWG,4.431714265692801,385.04313519200423,8.795747911921033,3.126153168444733e-06
3118,0.9,6.0,1.0,PWG,4.552413223901048,444.5148051948052,9.288074712643677,2.427796092820704e-06
3119,0.9,6.0,1.0,PWG,4.673112182109295,491.9466463414634,9.43247462919594,2.853261910663512e-06
3120,0.9,6.0,1.5,Gaussian,6.488053479023152,50.546614327772325,6.186584425597533,8.718744616948802e-06
3121,0.9,6.0,1.5,Gaussian,7.17379042433274,58.648831168831165,6.80503144654088,3.985267880167032e-06
3122,0.9,6.0,1.5,Gaussian,7.859527369642328,65.99528301886792,7.2545889864325614,3.3147617199920206e-06
3123,0.9,6.0,1.5,Gaussian,8.545264314951917,70.98682877406281,7.868735083532219,4.81103408853904e-06
3124,0.9,6.0,1.5,Gaussian,9.231001260261506,81.58270487682252,8.653505237711522,3.988494919194944e-06
3125,0.9,6.0,1.5,Gaussian,9.916738205571093,91.89664502164503,9.097809076682315,2.359488665942374e-06
3126,0.9,6.0,1.5,Gaussian,10.602475150880682,104.61844758064517,10.054294975688817,2.6896972770251353e-06
3127,0.9,6.0,1.5,Gaussian,11.288212096190271,118.53738783649052,10.422813036020584,7.470747051751641e-06
3128,0.9,6.0,1.5,Gaussian,11.973949041499859,135.7837967401726,11.344827586206897,4.960814827234394e-06
3129,0.9,6.0,1.5,Gaussian,12.659685986809446,158.42815249266863,11.527565733672605,2.6899042263419952e-06
3130,0.9,6.0,1.5,Gaussian,13.345422932119035,178.76143141153082,12.439768976897689,1.984630496420337e-06
3131,0.9,6.0,1.5,Gaussian,14.031159877428625,204.02916038210157,13.125423728813558,2.4710808174105896e-06
3132,0.9,6.0,1.5,Gaussian,14.716896822738214,247.67512953367876,13.72098976109215,3.3247801047831812e-06
3133,0.9,6.0,1.5,Gaussian,15.4026337680478,277.0200720535255,13.766843971631205,2.093326675790194e-06
3134,0.9,6.0,1.5,Gaussian,16.08837071335739,302.9381024860477,15.311091073038774,2.113784161762484e-06
3135,0.9,6.0,1.5,Gaussian,16.774107658666978,345.0541666666667,15.91532599491956,3.116583900296492e-06
3136,0.9,6.0,1.5,Gaussian,17.459844603976567,410.10689990281827,15.558848433530907,2.5986606138404527e-06
3137,0.9,6.0,1.5,Gaussian,18.145581549286156,464.7702349869452,17.13664596273292,2.4506804378976853e-06
3138,0.9,6.0,1.5,Gaussian,18.83131849459574,526.1150753768844,16.99218071242398,2.691278082950401e-06
3139,0.9,6.0,1.5,Gaussian,19.51705543990533,601.4938837920489,17.885740402193786,4.331065853401802e-06
3140,0.9,6.0,1.5,Bigaussian,2.296099957631177,38.0668407310705,2.4773691654879775,2.0004323098517678e-05
3141,0.9,6.0,1.5,Bigaussian,2.42025341967003,43.86606243705942,2.5583892617449666,1.9202735968173025e-05
3142,0.9,6.0,1.5,Bigaussian,2.544406881708883,60.750385208012325,2.6376707404744786,1.7769538102415584e-05
