,alpha,std2,delta,pdf_type,h,ARL0,ARL1,CompTime
209,0.6,6.0,1.0,PWG,4.403627916335633,371.85020661157023,15.164285714285715,3.2695137760234973e-06
210,0.6,6.0,1.5,Gaussian,2.8348875442385952,38.39601769911504,10.167058823529413,5.609499871080425e-06
211,0.6,6.0,1.5,Gaussian,3.395052451447947,54.07626208378088,12.311032863849766,4.303235811349853e-06
212,0.6,6.0,1.5,Gaussian,3.9552173586572987,72.22411953041622,14.27837514934289,3.3514814720664465e-06
213,0.6,6.0,1.5,Gaussian,4.51538226586665,99.98596112311016,17.52919254658385,2.9903403484453807e-06
214,0.6,6.0,1.5,Gaussian,5.075547173076002,125.89484536082475,18.904092071611252,3.115884638435437e-06
215,0.6,6.0,1.5,Gaussian,5.635712080285353,167.91069574247143,21.24047306176084,3.0593050515984384e-06
216,0.6,6.0,1.5,Gaussian,6.195876987494706,220.44845908607863,24.74936061381074,2.38564573376036e-06
217,0.6,6.0,1.5,Gaussian,6.756041894704058,295.8646998982706,27.97724039829303,2.3414309067736806e-06
218,0.6,6.0,1.5,Gaussian,7.31620680191341,361.5590717299578,30.63586206896552,2.2949189883802527e-06
219,0.6,6.0,1.5,Gaussian,7.87637170912276,473.264308012487,30.85142857142857,2.0661961201205613e-06
220,0.6,6.0,1.5,Bigaussian,2.280341503916872,54.696875,4.2702349869451695,1.8739276181700252e-05
221,0.6,6.0,1.5,Bigaussian,2.49810090254585,69.20504731861199,4.6675567423230975,1.962091066289475e-05
222,0.6,6.0,1.5,Bigaussian,2.715860301174828,87.12725344644751,5.25634178905207,1.9419422257279057e-05
223,0.6,6.0,1.5,Bigaussian,2.9336196998038053,110.06471183013144,5.68,1.791736924822137e-05
224,0.6,6.0,1.5,Bigaussian,3.151379098432783,140.38991769547326,6.347887323943662,1.7394640111443912e-05
225,0.6,6.0,1.5,Bigaussian,3.369138497061761,185.7468105986261,6.663576158940398,1.756678523948908e-05
226,0.6,6.0,1.5,Bigaussian,3.586897895690739,237.01476793248946,6.86685962373372,1.763963084693234e-05
227,0.6,6.0,1.5,Bigaussian,3.8046572943197168,284.56361829025843,7.433534743202417,1.7156499074754484e-05
228,0.6,6.0,1.5,Bigaussian,4.022416692948695,346.9726996966633,7.975720789074355,1.788109096381163e-05
229,0.6,6.0,1.5,Bigaussian,4.2401760915776725,437.71560574948666,8.785401459854015,1.7229455769226386e-05
230,0.6,6.0,1.5,PWG,2.50837565430856,50.86426299045599,4.404479578392622,5.754381695797865e-06
231,0.6,6.0,1.5,PWG,2.7479109928004353,61.25077720207254,4.6802631578947365,6.570871419484109e-06
232,0.6,6.0,1.5,PWG,2.987446331292311,77.45931477516059,5.149439601494396,4.29423143732947e-06
233,0.6,6.0,1.5,PWG,3.2269816697841867,95.73647984267453,5.283333333333333,4.695607910151624e-06
234,0.6,6.0,1.5,PWG,3.466517008276062,116.84133611691023,6.407258064516129,4.3206217238247915e-06
235,0.6,6.0,1.5,PWG,3.7060523467679376,152.42551020408163,6.4640434192673,4.986060193153319e-06
236,0.6,6.0,1.5,PWG,3.9455876852598135,185.11190965092402,6.746164574616458,4.163282108342321e-06
237,0.6,6.0,1.5,PWG,4.185123023751689,225.1186790505676,7.462235649546828,4.057279964408307e-06
238,0.6,6.0,1.5,PWG,4.424658362243565,292.4240246406571,8.0711175616836,3.517324826790986e-06
239,0.6,6.0,1.5,PWG,4.66419370073544,356.156762295082,8.227405247813412,3.374119260569048e-06
240,0.6,6.0,2.0,Gaussian,3.3960621895340872,38.31325301204819,7.761232349165597,7.68910443486908e-06
241,0.6,6.0,2.0,Gaussian,4.040019911956902,50.591137965760325,9.717980295566502,4.74364947584695e-06
242,0.6,6.0,2.0,Gaussian,4.683977634379716,75.24395161290323,10.639696586599241,4.457372716176632e-06
243,0.6,6.0,2.0,Gaussian,5.327935356802531,97.25862068965517,12.427248677248677,3.114649989665587e-06
244,0.6,6.0,2.0,Gaussian,5.971893079225345,130.80761523046093,14.475234270414994,2.7866324448712425e-06
245,0.6,6.0,2.0,Gaussian,6.615850801648159,171.56555555555556,15.369098712446352,3.010808940437307e-06
246,0.6,6.0,2.0,Gaussian,7.259808524070975,230.32835820895522,17.916666666666668,2.688151577269174e-06
247,0.6,6.0,2.0,Gaussian,7.903766246493788,302.40546006066734,18.672514619883042,2.7544825923439034e-06
248,0.6,6.0,2.0,Gaussian,8.547723968916603,392.69787234042553,21.196132596685082,2.310218275151407e-06
